FirstName,Region,Ethnicity,pred_1,pred_1_score,pred_2,pred_2_score
ian,Guyana,Hispanic,Hispanic,0.4,East Asian,0.2
ian,Jamaica,Hispanic,Hispanic,0.4,East Asian,0.2
ian,Bahamas,Hispanic,Hispanic,0.4,East Asian,0.2
armi,Sweden,Nordic,Nordic,0.3,Hispanic,0.2
mauro,Argentina,Hispanic,Hispanic,0.5,European,0.3
mauro,Mexico,Hispanic,Hispanic,0.5,European,0.3
mauro,Paraguay,Hispanic,Hispanic,0.5,European,0.3
mauro,Switzerland,European,Hispanic,0.5,European,0.3
mauro,Brazil,Hispanic,Hispanic,0.5,European,0.3
markku,Finland,Nordic,Nordic,0.9,Hispanic,0.1
tassadit,Algeria,Muslim,Muslim,0.8,African,0.2
rachid,Algeria,Muslim,Muslim,0.4,European,0.4
rachid,Malta,European,Muslim,0.4,European,0.4
rachid,Morocco,Muslim,Muslim,0.4,European,0.4
rachid,Burkina Faso,African,Muslim,0.4,European,0.4
anasse,Morocco,Muslim,Muslim,0.8,African,0.1
miloud,Morocco,Muslim,African,0.6,Muslim,0.4
miloud,Algeria,Muslim,African,0.6,Muslim,0.4
miloud,Libya,Muslim,African,0.6,Muslim,0.4
amina,Morocco,Muslim,Muslim,0.8,Hispanic,0.1
amina,Sudan,Muslim,Muslim,0.8,Hispanic,0.1
amina,Algeria,Muslim,Muslim,0.8,Hispanic,0.1
amina,Bosnia and Herzegovina,European,Muslim,0.8,Hispanic,0.1
amina,Russia,European,Muslim,0.8,Hispanic,0.1
makhlouf,Algeria,Muslim,Muslim,0.9,African,0.1
zied,Tunisia,Muslim,Muslim,1.0,N/A,-1.0
zied,Morocco,Muslim,Muslim,1.0,N/A,-1.0
souad,Algeria,Muslim,Muslim,1.0,N/A,-1.0
fiorella,Peru,Hispanic,Hispanic,0.6,South Asian,0.2
fiorella,Colombia,Hispanic,Hispanic,0.6,South Asian,0.2
kiera,Bermuda,European,Hispanic,0.3,African,0.3
artur,Ukraine,European,European,0.6,Nordic,0.2
artur,Russia,European,European,0.6,Nordic,0.2
artur,Armenia,European,European,0.6,Nordic,0.2
artur,Estonia,European,European,0.6,Nordic,0.2
artur,Austria,European,European,0.6,Nordic,0.2
artur,Poland,European,European,0.6,Nordic,0.2
artur,Portugal,European,European,0.6,Nordic,0.2
artur,Kazakhstan,Muslim,European,0.6,Nordic,0.2
artur,Serbia,European,European,0.6,Nordic,0.2
artur,Moldova,European,European,0.6,Nordic,0.2
artur,Sweden,Nordic,European,0.6,Nordic,0.2
artur,Belarus,European,European,0.6,Nordic,0.2
artur,Denmark,Nordic,European,0.6,Nordic,0.2
artur,Finland,Nordic,European,0.6,Nordic,0.2
artur,Uzbekistan,Muslim,European,0.6,Nordic,0.2
yakubu,Nigeria,African,African,0.9,Muslim,0.1
hiroyasu,Japan,East Asian,East Asian,0.9,Hispanic,0.1
eirini,Greece,Greek,Greek,0.5,European,0.4
efe,Nigeria,African,Muslim,0.4,European,0.4
mozafar,Iran,Muslim,Muslim,1.0,N/A,-1.0
irene,Uganda,African,European,0.5,South Asian,0.2
irene,Switzerland,European,European,0.5,South Asian,0.2
irene,Norway,Nordic,European,0.5,South Asian,0.2
irene,Netherlands,European,European,0.5,South Asian,0.2
irene,Argentina,Hispanic,European,0.5,South Asian,0.2
irene,Cuba,Hispanic,European,0.5,South Asian,0.2
irene,Kenya,African,European,0.5,South Asian,0.2
irene,Indonesia,East Asian,European,0.5,South Asian,0.2
irene,China,East Asian,European,0.5,South Asian,0.2
irene,Tonga,East Asian,European,0.5,South Asian,0.2
oluwafemi,Nigeria,African,African,0.9,Nordic,0.1
kikelomo,Nigeria,African,African,0.9,European,0.1
astrit,Sweden,Nordic,European,0.8,Muslim,0.1
geard,Serbia,European,European,0.4,Hispanic,0.3
naasan,Syria,Muslim,East Asian,0.7,Hispanic,0.1
salem,Syria,Muslim,Muslim,1.0,N/A,-1.0
salem,Saudi Arabia,Muslim,Muslim,1.0,N/A,-1.0
salem,Kuwait,Muslim,Muslim,1.0,N/A,-1.0
salem,Egypt,Muslim,Muslim,1.0,N/A,-1.0
salem,Lebanon,Muslim,Muslim,1.0,N/A,-1.0
salem,Qatar,Muslim,Muslim,1.0,N/A,-1.0
salem,Mauritania,Muslim,Muslim,1.0,N/A,-1.0
salem,Libya,Muslim,Muslim,1.0,N/A,-1.0
zita,Hungary,European,European,1.0,N/A,-1.0
zita,Czech Republic,European,European,1.0,N/A,-1.0
zita,Serbia,European,European,1.0,N/A,-1.0
angela,Nigeria,African,European,0.6,African,0.3
angela,Switzerland,European,European,0.6,African,0.3
angela,Fiji,East Asian,European,0.6,African,0.3
angela,Romania,European,European,0.6,African,0.3
angela,Malta,European,European,0.6,African,0.3
angela,Serbia,European,European,0.6,African,0.3
angela,Puerto Rico,Hispanic,European,0.6,African,0.3
angela,Netherlands,European,European,0.6,African,0.3
angela,New Zealand,East Asian,European,0.6,African,0.3
angela,Brazil,Hispanic,European,0.6,African,0.3
angela,Trinidad,Hispanic,European,0.6,African,0.3
olusegun,Nigeria,African,African,1.0,N/A,-1.0
benedicta,Nigeria,African,African,0.6,European,0.4
benedicta,Brazil,Hispanic,African,0.6,European,0.4
chioma,Nigeria,African,African,0.9,Muslim,0.1
ahmet,Turkey,Muslim,Muslim,0.8,Hispanic,0.1
kouadio,Ivory Coast,African,African,1.0,N/A,-1.0
yukiko,Japan,East Asian,East Asian,1.0,N/A,-1.0
chieko,Japan,East Asian,East Asian,1.0,N/A,-1.0
kanji,Japan,East Asian,East Asian,1.0,N/A,-1.0
norihiro,Japan,East Asian,East Asian,1.0,N/A,-1.0
kosei,Japan,East Asian,East Asian,0.9,Muslim,0.1
toshiro,Japan,East Asian,East Asian,1.0,N/A,-1.0
muideen,Nigeria,African,African,0.9,Muslim,0.1
iyabo,Nigeria,African,African,1.0,N/A,-1.0
nasuh,Turkey,Muslim,Muslim,0.6,European,0.2
akiko,Japan,East Asian,East Asian,1.0,N/A,-1.0
yuichi,Japan,East Asian,East Asian,1.0,N/A,-1.0
hiroyuki,Japan,East Asian,East Asian,0.8,Hispanic,0.1
taju,Ghana,African,African,0.3,East Asian,0.3
zdemir,Turkey,Muslim,Muslim,1.0,N/A,-1.0
salman,Pakistan,Muslim,Muslim,0.8,African,0.1
salman,Saudi Arabia,Muslim,Muslim,0.8,African,0.1
salman,Bahrain,Muslim,Muslim,0.8,African,0.1
salman,Iran,Muslim,Muslim,0.8,African,0.1
salman,Kuwait,Muslim,Muslim,0.8,African,0.1
waqar,Pakistan,Muslim,Muslim,1.0,N/A,-1.0
fahrettin,Turkey,Muslim,Muslim,1.0,N/A,-1.0
fuat,Turkey,Muslim,Muslim,0.9,European,0.1
hseyin,Turkey,Muslim,Muslim,1.0,N/A,-1.0
raif,Turkey,Muslim,European,0.4,Hispanic,0.3
smail,Turkey,Muslim,Muslim,1.0,N/A,-1.0
tolga,Saint Vincent,Hispanic,Muslim,0.8,European,0.2
meryem,Turkey,Muslim,Muslim,1.0,N/A,-1.0
tark,Turkey,Muslim,East Asian,0.5,South Asian,0.3
vehbi,Turkey,Muslim,Muslim,0.9,East Asian,0.1
lknur,Turkey,Muslim,Muslim,0.9,Hispanic,0.1
metin,Turkey,Muslim,Muslim,0.8,European,0.1
adolfas,Lithuania,European,European,1.0,N/A,-1.0
adolfas,Russia,European,European,1.0,N/A,-1.0
patsy,Samoa,Hispanic,African,0.3,Hispanic,0.3
anatoly,Russia,European,European,0.8,Muslim,0.1
anatoly,Kazakhstan,Muslim,European,0.8,Muslim,0.1
anatoly,Belarus,European,European,0.8,Muslim,0.1
anatoly,Uzbekistan,Muslim,European,0.8,Muslim,0.1
anne,Finland,Nordic,European,0.5,Hispanic,0.3
anne,Denmark,Nordic,European,0.5,Hispanic,0.3
anne,Norway,Nordic,European,0.5,Hispanic,0.3
anne,Netherlands,European,European,0.5,Hispanic,0.3
anne,Samoa,Hispanic,European,0.5,Hispanic,0.3
anne,Belgium,European,European,0.5,Hispanic,0.3
anne,Sweden,Nordic,European,0.5,Hispanic,0.3
anne,New Zealand,East Asian,European,0.5,Hispanic,0.3
anne,Ireland,Celtic English,European,0.5,Hispanic,0.3
anne,Republic of Congo,African,European,0.5,Hispanic,0.3
anne,Luxembourg,European,European,0.5,Hispanic,0.3
rainer,Finland,Nordic,European,0.8,Nordic,0.1
rainer,Switzerland,European,European,0.8,Nordic,0.1
rainer,Liechtenstein,European,European,0.8,Nordic,0.1
rainer,Chile,Hispanic,European,0.8,Nordic,0.1
rainer,Austria,European,European,0.8,Nordic,0.1
marcus,Sweden,Nordic,European,0.6,East Asian,0.3
marcus,Denmark,Nordic,European,0.6,East Asian,0.3
marcus,New Zealand,East Asian,European,0.6,East Asian,0.3
marcus,Brazil,Hispanic,European,0.6,East Asian,0.3
marcus,Netherlands,European,European,0.6,East Asian,0.3
marcus,Switzerland,European,European,0.6,East Asian,0.3
marcus,Ireland,Celtic English,European,0.6,East Asian,0.3
marcus,Jamaica,Hispanic,European,0.6,East Asian,0.3
marcus,South Africa,African,European,0.6,East Asian,0.3
marcus,Belgium,European,European,0.6,East Asian,0.3
marcus,Austria,European,European,0.6,East Asian,0.3
marcus,Finland,Nordic,European,0.6,East Asian,0.3
marcus,Samoa,Hispanic,European,0.6,East Asian,0.3
marcus,Nauru,East Asian,European,0.6,East Asian,0.3
marcus,Barbados,Hispanic,European,0.6,East Asian,0.3
ernst,Sweden,Nordic,European,0.6,Nordic,0.3
ernst,Switzerland,European,European,0.6,Nordic,0.3
ernst,Austria,European,European,0.6,Nordic,0.3
ernst,Czech Republic,European,European,0.6,Nordic,0.3
ernst,Russia,European,European,0.6,Nordic,0.3
ernst,Netherlands,European,European,0.6,Nordic,0.3
ernst,Finland,Nordic,European,0.6,Nordic,0.3
ernst,Denmark,Nordic,European,0.6,Nordic,0.3
ernst,Haiti,Hispanic,European,0.6,Nordic,0.3
ernst,Norway,Nordic,European,0.6,Nordic,0.3
ernst,Brazil,Hispanic,European,0.6,Nordic,0.3
ernst,South Africa,African,European,0.6,Nordic,0.3
olle,Sweden,Nordic,Nordic,0.8,European,0.1
jns,Sweden,Nordic,Hispanic,0.5,East Asian,0.3
nikolaos,Greece,Greek,European,0.3,Hispanic,0.2
bilal,Turkey,Muslim,Muslim,0.9,East Asian,0.1
bilal,Saudi Arabia,Muslim,Muslim,0.9,East Asian,0.1
bilal,Lebanon,Muslim,Muslim,0.9,East Asian,0.1
bilal,Qatar,Muslim,Muslim,0.9,East Asian,0.1
bilal,Egypt,Muslim,Muslim,0.9,East Asian,0.1
bilal,Algeria,Muslim,Muslim,0.9,East Asian,0.1
sezer,Turkey,Muslim,African,0.5,Muslim,0.4
avni,Turkey,Muslim,Muslim,1.0,N/A,-1.0
svitlana,Ukraine,European,European,0.9,Muslim,0.1
svitlana,Russia,European,European,0.9,Muslim,0.1
svitlana,Nicaragua,Hispanic,European,0.9,Muslim,0.1
albina,Russia,European,European,0.8,Hispanic,0.1
albina,Ukraine,European,European,0.8,Hispanic,0.1
albina,Tajikistan,Muslim,European,0.8,Hispanic,0.1
akhat,Kazakhstan,Muslim,European,0.6,Muslim,0.4
habibollah,Iran,Muslim,Muslim,1.0,N/A,-1.0
davoud,Iran,Muslim,Muslim,1.0,N/A,-1.0
murodzhon,Uzbekistan,Muslim,Hispanic,0.5,European,0.4
yerdos,Kazakhstan,Muslim,European,0.6,Muslim,0.4
bakhtiyar,Russia,European,Muslim,0.9,European,0.1
bakhtiyar,Kazakhstan,Muslim,Muslim,0.9,European,0.1
ibad,Belarus,European,Muslim,0.6,African,0.2
shukhrat,Uzbekistan,Muslim,Muslim,0.5,European,0.5
leyla,Russia,European,Muslim,0.9,European,0.1
leyla,Peru,Hispanic,Muslim,0.9,European,0.1
leyla,Iran,Muslim,Muslim,0.9,European,0.1
damir,Kazakhstan,Muslim,European,0.9,Nordic,0.1
damir,Serbia,European,European,0.9,Nordic,0.1
damir,Croatia,European,European,0.9,Nordic,0.1
damir,Slovenia,European,European,0.9,Nordic,0.1
damir,Bosnia and Herzegovina,European,European,0.9,Nordic,0.1
damir,Uzbekistan,Muslim,European,0.9,Nordic,0.1
sofia,Georgia,European,European,0.6,Hispanic,0.3
sofia,Sweden,Nordic,European,0.6,Hispanic,0.3
sofia,Greece,Greek,European,0.6,Hispanic,0.3
sofia,Ethiopia,African,European,0.6,Hispanic,0.3
sofia,Romania,European,European,0.6,Hispanic,0.3
sofia,Poland,European,European,0.6,Hispanic,0.3
sofia,Dominican Republic,Hispanic,European,0.6,Hispanic,0.3
sofia,Cyprus,European,European,0.6,Hispanic,0.3
sofia,Ecuador,Hispanic,European,0.6,Hispanic,0.3
sofia,Austria,European,European,0.6,Hispanic,0.3
sofia,Uruguay,Hispanic,European,0.6,Hispanic,0.3
sofia,Argentina,Hispanic,European,0.6,Hispanic,0.3
bakhyt,Kyrgyzstan,Muslim,Muslim,0.7,European,0.3
bakhyt,Kazakhstan,Muslim,Muslim,0.7,European,0.3
igor,Russia,European,Hispanic,0.4,European,0.3
igor,Uzbekistan,Muslim,Hispanic,0.4,European,0.3
igor,Belarus,European,Hispanic,0.4,European,0.3
igor,Serbia,European,Hispanic,0.4,European,0.3
igor,Moldova,European,Hispanic,0.4,European,0.3
igor,Bosnia and Herzegovina,European,Hispanic,0.4,European,0.3
igor,Croatia,European,Hispanic,0.4,European,0.3
igor,Kazakhstan,Muslim,Hispanic,0.4,European,0.3
igor,Kyrgyzstan,Muslim,Hispanic,0.4,European,0.3
igor,Venezuela,Hispanic,Hispanic,0.4,European,0.3
igor,Poland,European,Hispanic,0.4,European,0.3
igor,Slovakia,European,Hispanic,0.4,European,0.3
igor,Czech Republic,European,Hispanic,0.4,European,0.3
igor,Estonia,European,Hispanic,0.4,European,0.3
igor,Romania,European,Hispanic,0.4,European,0.3
igor,Slovenia,European,Hispanic,0.4,European,0.3
igor,Mozambique,African,Hispanic,0.4,European,0.3
igor,Luxembourg,European,Hispanic,0.4,European,0.3
igor,Israel,Jewish,Hispanic,0.4,European,0.3
igor,Azerbaijan,Muslim,Hispanic,0.4,European,0.3
igor,Turkmenistan,Muslim,Hispanic,0.4,European,0.3
igor,Hungary,European,Hispanic,0.4,European,0.3
nataliya,Russia,European,Muslim,0.4,African,0.2
nataliya,Belarus,European,Muslim,0.4,African,0.2
nataliya,Uzbekistan,Muslim,Muslim,0.4,African,0.2
nataliya,Ukraine,European,Muslim,0.4,African,0.2
nataliya,Kazakhstan,Muslim,Muslim,0.4,African,0.2
nataliya,Azerbaijan,Muslim,Muslim,0.4,African,0.2
nataliya,Kyrgyzstan,Muslim,Muslim,0.4,African,0.2
nataliya,Tajikistan,Muslim,Muslim,0.4,African,0.2
doli,Bangladesh,Muslim,South Asian,0.4,Muslim,0.3
gulraiz,Pakistan,Muslim,Muslim,0.6,South Asian,0.3
naeem,Pakistan,Muslim,Muslim,0.7,East Asian,0.2
shabana,Pakistan,Muslim,Muslim,0.8,South Asian,0.2
mirabella,Ukraine,European,Nordic,0.6,European,0.2
allan,Papua New Guinea,African,African,0.4,East Asian,0.3
allan,Sweden,Nordic,African,0.4,East Asian,0.3
allan,Honduras,Hispanic,African,0.4,East Asian,0.3
allan,Denmark,Nordic,African,0.4,East Asian,0.3
allan,South Africa,African,African,0.4,East Asian,0.3
allan,Brazil,Hispanic,African,0.4,East Asian,0.3
allan,New Zealand,East Asian,African,0.4,East Asian,0.3
allan,Russia,European,African,0.4,East Asian,0.3
allan,Norway,Nordic,African,0.4,East Asian,0.3
allan,Finland,Nordic,African,0.4,East Asian,0.3
allan,Barbados,Hispanic,African,0.4,East Asian,0.3
allan,Bahamas,Hispanic,African,0.4,East Asian,0.3
allan,Seychelles,Muslim,African,0.4,East Asian,0.3
allan,Jamaica,Hispanic,African,0.4,East Asian,0.3
allan,Pakistan,Muslim,African,0.4,East Asian,0.3
allan,India,South Asian,African,0.4,East Asian,0.3
allan,Costa Rica,Hispanic,African,0.4,East Asian,0.3
allan,Guatemala,Hispanic,African,0.4,East Asian,0.3
tadahiro,Japan,East Asian,East Asian,1.0,N/A,-1.0
takeshi,Japan,East Asian,East Asian,0.9,Nordic,0.1
takeshi,El Salvador,Hispanic,East Asian,0.9,Nordic,0.1
masahiro,Japan,East Asian,East Asian,0.8,Hispanic,0.1
erdoan,Turkey,Muslim,Muslim,0.9,Hispanic,0.1
oyeronke,Nigeria,African,African,0.9,Hispanic,0.1
omolade,Nigeria,African,African,0.7,East Asian,0.1
kayode,Nigeria,African,African,1.0,N/A,-1.0
jonathan,Nigeria,African,East Asian,0.2,Hispanic,0.2
jonathan,Finland,Nordic,East Asian,0.2,Hispanic,0.2
jonathan,Seychelles,Muslim,East Asian,0.2,Hispanic,0.2
jonathan,Ireland,Celtic English,East Asian,0.2,Hispanic,0.2
jonathan,Belgium,European,East Asian,0.2,Hispanic,0.2
