LastName,Region,Ethnicity,pred_1,pred_1_score,pred_2,pred_2_score
delgado,Cuba,Hispanic,White,0.7,Hispanic,0.2
delgado,Mexico,Hispanic,White,0.7,Hispanic,0.2
delgado,Peru,Hispanic,White,0.7,Hispanic,0.2
delgado,Ecuador,Hispanic,White,0.7,Hispanic,0.2
delgado,Uruguay,Hispanic,White,0.7,Hispanic,0.2
delgado,Nicaragua,Hispanic,White,0.7,Hispanic,0.2
delgado,Brazil,Hispanic,White,0.7,Hispanic,0.2
delgado,Argentina,Hispanic,White,0.7,Hispanic,0.2
delgado,Portugal,White,White,0.7,Hispanic,0.2
delgado,Colombia,Hispanic,White,0.7,Hispanic,0.2
delgado,Chile,Hispanic,White,0.7,Hispanic,0.2
delgado,Costa Rica,Hispanic,White,0.7,Hispanic,0.2
abalmasov,Belarus,White,White,1.0,N/A,-1.0
abalo,Argentina,Hispanic,Hispanic,0.8,Black,0.1
etong,Cameroon,Black,White,0.6,Asian,0.2
abang,Cameroon,Black,Black,0.8,Hispanic,0.1
abanoz,Turkey,White,White,1.0,N/A,-1.0
gonzlez,Chile,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Venezuela,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Mexico,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Cuba,Hispanic,White,0.7,Hispanic,0.2
gonzlez,El Salvador,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Uruguay,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Nicaragua,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Colombia,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Dominican Republic,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Ecuador,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Puerto Rico,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Paraguay,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Argentina,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Guatemala,Hispanic,White,0.7,Hispanic,0.2
gonzlez,Andorra,White,White,0.7,Hispanic,0.2
gonzlez,Panama,Hispanic,White,0.7,Hispanic,0.2
chavez,Chile,Hispanic,Asian,0.5,Hispanic,0.4
chavez,Philippines,Asian,Asian,0.5,Hispanic,0.4
chavez,Costa Rica,Hispanic,Asian,0.5,Hispanic,0.4
abashidze,Russia,White,White,1.0,N/A,-1.0
abasolo,Chile,Hispanic,Hispanic,1.0,N/A,-1.0
abasova,Russia,White,White,1.0,N/A,-1.0
abatte,Chile,Hispanic,White,0.5,Hispanic,0.3
abatzidou,Greece,White,White,1.0,N/A,-1.0
balladares,Nicaragua,Hispanic,Hispanic,1.0,N/A,-1.0
abaunza,Nicaragua,Hispanic,Hispanic,1.0,N/A,-1.0
abaunza,Mexico,Hispanic,Hispanic,1.0,N/A,-1.0
abay,Hungary,White,Black,0.5,White,0.5
abayomi,Nigeria,Black,Black,0.8,White,0.2
abaza,Egypt,White,White,0.9,Asian,0.1
abbadi,Algeria,White,White,0.9,Asian,0.1
hashem,Kuwait,White,White,1.0,N/A,-1.0
hashem,Egypt,White,White,1.0,N/A,-1.0
abbas,Bahrain,White,White,0.5,Asian,0.5
abbas,Pakistan,White,White,0.5,Asian,0.5
abbas,Iraq,White,White,0.5,Asian,0.5
abbas,Syria,White,White,0.5,Asian,0.5
abbas,Egypt,White,White,0.5,Asian,0.5
abbas,Lebanon,White,White,0.5,Asian,0.5
abbas,Qatar,White,White,0.5,Asian,0.5
abbas,Malaysia,Asian,White,0.5,Asian,0.5
sabih,Iraq,White,White,0.7,Asian,0.3
abbasi,Iran,White,White,0.8,Hispanic,0.1
abbasi,Pakistan,White,White,0.8,Hispanic,0.1
azad,Iran,White,White,0.7,Asian,0.3
abbasov,Azerbaijan,White,White,1.0,N/A,-1.0
abbasova,Azerbaijan,White,White,1.0,N/A,-1.0
abbood,Iraq,White,White,0.6,Asian,0.2
abbot,Greece,White,Asian,0.3,White,0.3
abbott,Ireland,White,Asian,0.5,Hispanic,0.4
abbott,South Africa,Black,Asian,0.5,Hispanic,0.4
abbouda,Morocco,White,White,1.0,N/A,-1.0
mohamed,Egypt,White,White,0.6,Hispanic,0.2
mohamed,Saudi Arabia,White,White,0.6,Hispanic,0.2
mohamed,Malaysia,Asian,White,0.6,Hispanic,0.2
mohamed,Tunisia,White,White,0.6,Hispanic,0.2
mohamed,Sudan,White,White,0.6,Hispanic,0.2
mohamed,Qatar,White,White,0.6,Hispanic,0.2
mohamed,Nigeria,Black,White,0.6,Hispanic,0.2
mohamed,Morocco,White,White,0.6,Hispanic,0.2
mohamed,Iraq,White,White,0.6,Hispanic,0.2
mohamed,Hungary,White,White,0.6,Hispanic,0.2
mohamed,Kuwait,White,White,0.6,Hispanic,0.2
mohamed,Ethiopia,Black,White,0.6,Hispanic,0.2
mohamed,United Arab Emirates,White,White,0.6,Hispanic,0.2
mohamed,Bahrain,White,White,0.6,Hispanic,0.2
mohamed,Somalia,White,White,0.6,Hispanic,0.2
mohamed,Sweden,White,White,0.6,Hispanic,0.2
mohamed,Tanzania,Black,White,0.6,Hispanic,0.2
rabo,Egypt,White,Black,1.0,N/A,-1.0
abdalla,Egypt,White,White,0.5,Hispanic,0.3
abdalla,Sudan,White,White,0.5,Hispanic,0.3
abdalla,Qatar,White,White,0.5,Hispanic,0.3
abdallah,Egypt,White,White,0.8,Hispanic,0.1
abdallah,Syria,White,White,0.8,Hispanic,0.1
abdallah,Tanzania,Black,White,0.8,Hispanic,0.1
abdallah,Tunisia,White,White,0.8,Hispanic,0.1
abdallah,Chile,Hispanic,White,0.8,Hispanic,0.1
rabee,Kuwait,White,White,0.7,Black,0.2
bader,Jordan,White,White,0.7,Hispanic,0.2
bader,Russia,White,White,0.7,Hispanic,0.2
gouda,Egypt,White,White,0.8,Asian,0.1
gouda,Greece,White,White,0.8,Asian,0.1
aziz,Egypt,White,White,0.7,Hispanic,0.2
aziz,Kuwait,White,White,0.7,Hispanic,0.2
aziz,Malaysia,Asian,White,0.7,Hispanic,0.2
aziz,Pakistan,White,White,0.7,Hispanic,0.2
aziz,Iraq,White,White,0.7,Hispanic,0.2
aziz,United Arab Emirates,White,White,0.7,Hispanic,0.2
aziz,Morocco,White,White,0.7,Hispanic,0.2
aziz,Sweden,White,White,0.7,Hispanic,0.2
ellah,Egypt,White,White,0.8,Black,0.2
fatah,Sudan,White,White,0.8,Asian,0.2
badawi,Syria,White,White,0.6,Black,0.3
badawi,Egypt,White,White,0.6,Black,0.3
fattah,Egypt,White,White,0.9,Black,0.1
fattah,Syria,White,White,0.9,Black,0.1
gadir,Sudan,White,White,0.7,Hispanic,0.2
galil,Sudan,White,White,0.9,Black,0.1
gawad,Egypt,White,White,0.8,Asian,0.2
ghani,Egypt,White,White,0.9,Black,0.1
ghani,Pakistan,White,White,0.9,Black,0.1
hadj,Syria,White,White,1.0,N/A,-1.0
hadj,Malaysia,Asian,White,1.0,N/A,-1.0
hadj,Tunisia,White,White,1.0,N/A,-1.0
hady,Egypt,White,White,0.9,Black,0.1
hafeez,Egypt,White,White,0.8,Asian,0.2
hafeez,Pakistan,White,White,0.8,Asian,0.2
hafiz,Syria,White,White,0.9,Asian,0.1
hafiz,Egypt,White,White,0.9,Asian,0.1
halim,Egypt,White,Asian,0.5,White,0.3
hamed,Egypt,White,White,0.5,Asian,0.4
hamed,Syria,White,White,0.5,Asian,0.4
hamed,Tunisia,White,White,0.5,Asian,0.4
hamid,Egypt,White,White,0.6,Asian,0.3
hamid,Sudan,White,White,0.6,Asian,0.3
hamid,India,Asian,White,0.6,Asian,0.3
hamid,Pakistan,White,White,0.6,Asian,0.3
hamid,Iraq,White,White,0.6,Asian,0.3
mobarak,Egypt,White,White,0.9,Hispanic,0.1
said,Egypt,White,White,0.9,Black,0.1
said,Syria,White,White,0.9,Black,0.1
said,Chile,Hispanic,White,0.9,Black,0.1
said,Malta,White,White,0.9,Black,0.1
said,Ethiopia,Black,White,0.9,Black,0.1
kader,Syria,White,White,0.8,Black,0.1
kader,Iraq,White,White,0.8,Black,0.1
kerim,Egypt,White,White,0.5,Black,0.3
kerim,Syria,White,White,0.5,Black,0.3
khaled,Tunisia,White,White,0.9,Black,0.1
khaled,Egypt,White,White,0.9,Black,0.1
latif,Egypt,White,White,0.7,Asian,0.3
latif,Pakistan,White,White,0.7,Asian,0.3
latif,India,Asian,White,0.7,Asian,0.3
latif,Malaysia,Asian,White,0.7,Asian,0.3
maksoud,Egypt,White,White,0.8,Asian,0.1
maksoud,Colombia,Hispanic,White,0.8,Asian,0.1
meguid,Egypt,White,White,0.8,Asian,0.2
mohsen,Egypt,White,White,0.9,Hispanic,0.1
awad,Egypt,White,White,0.9,Hispanic,0.1
naeim,Egypt,White,White,0.7,Asian,0.2
naser,Libya,White,White,0.8,Asian,0.1
naser,Bahrain,White,White,0.8,Asian,0.1
radi,Egypt,White,Hispanic,0.3,White,0.3
radi,Montenegro,White,Hispanic,0.3,White,0.3
rahman,Syria,White,White,0.4,Asian,0.4
rahman,Egypt,White,White,0.4,Asian,0.4
rahman,Jordan,White,White,0.4,Asian,0.4
rahman,Bahrain,White,White,0.4,Asian,0.4
rahman,Ethiopia,Black,White,0.4,Asian,0.4
rahman,Malaysia,Asian,White,0.4,Asian,0.4
rahman,Kuwait,White,White,0.4,Asian,0.4
rahman,Iraq,White,White,0.4,Asian,0.4
rahman,Bangladesh,White,White,0.4,Asian,0.4
rahman,Pakistan,White,White,0.4,Asian,0.4
rahman,India,Asian,White,0.4,Asian,0.4
rahman,China,Asian,White,0.4,Asian,0.4
rahman,Ghana,Black,White,0.4,Asian,0.4
sakr,Egypt,White,White,0.8,Asian,0.1
razek,Egypt,White,White,0.6,Black,0.4
razik,Egypt,White,White,1.0,N/A,-1.0
rehim,Egypt,White,White,0.9,Asian,0.1
samad,Egypt,White,White,0.8,Asian,0.1
sami,Egypt,White,White,0.9,Black,0.1
sami,Syria,White,White,0.9,Black,0.1
sami,Morocco,White,White,0.9,Black,0.1
muhammad,Egypt,White,White,0.5,Hispanic,0.3
muhammad,Pakistan,White,White,0.5,Hispanic,0.3
muhammad,India,Asian,White,0.5,Hispanic,0.3
wehab,Egypt,White,White,0.7,Asian,0.2
abdelaal,Egypt,White,White,0.9,Asian,0.1
abdelal,Egypt,White,White,0.8,Asian,0.2
abdelbaki,Egypt,White,White,0.9,Asian,0.1
abdelfattah,Egypt,White,White,0.9,Asian,0.1
ahmed,Egypt,White,White,0.4,Asian,0.3
ahmed,Iraq,White,White,0.4,Asian,0.3
ahmed,Somalia,White,White,0.4,Asian,0.3
ahmed,Libya,White,White,0.4,Asian,0.3
ahmed,Pakistan,White,White,0.4,Asian,0.3
ahmed,Maldives,White,White,0.4,Asian,0.3
ahmed,India,Asian,White,0.4,Asian,0.3
ahmed,Malaysia,Asian,White,0.4,Asian,0.3
ahmed,Sudan,White,White,0.4,Asian,0.3
ahmed,Yemen,White,White,0.4,Asian,0.3
abdellah,Egypt,White,White,0.8,Black,0.2
abdellah,Morocco,White,White,0.8,Black,0.2
abdellaoui,Algeria,White,White,0.9,Hispanic,0.1
abdelmoez,Egypt,White,White,0.8,Hispanic,0.1
abdelrahman,Egypt,White,White,0.9,Asian,0.1
abdelraouf,Egypt,White,White,0.9,Asian,0.1
abdelrazek,Egypt,White,White,0.9,Hispanic,0.1
abdelrehim,Egypt,White,White,1.0,N/A,-1.0
abderrahim,Algeria,White,White,0.8,Black,0.2
abdevali,Iran,White,White,1.0,N/A,-1.0
abdi,Belgium,White,White,0.9,Asian,0.1
abdi,Somalia,White,White,0.9,Asian,0.1
abdullah,Qatar,White,White,0.5,Hispanic,0.3
abdullah,Egypt,White,White,0.5,Hispanic,0.3
abdullah,Iraq,White,White,0.5,Hispanic,0.3
abdullah,United Arab Emirates,White,White,0.5,Hispanic,0.3
abdullah,Kuwait,White,White,0.5,Hispanic,0.3
abdullah,Malaysia,Asian,White,0.5,Hispanic,0.3
abdullah,Bangladesh,White,White,0.5,Hispanic,0.3
abdillahi,Djibouti,Black,White,0.6,Black,0.4
abdin,Egypt,White,White,1.0,N/A,-1.0
abdo,Palestine,White,White,0.6,Hispanic,0.4
mustafa,Sudan,White,White,0.6,Asian,0.3
mustafa,Egypt,White,White,0.6,Asian,0.3
abdollahi,Iran,White,White,1.0,N/A,-1.0
abdon,Cameroon,Black,Hispanic,0.5,White,0.4
abdou,Comoros,Black,White,1.0,N/A,-1.0
abdou,Egypt,White,White,1.0,N/A,-1.0
arfah,Egypt,White,Asian,0.9,Hispanic,0.1
abdoulaye,Chad,White,Black,0.9,Asian,0.1
abdoulkarim,Cameroon,Black,Black,0.5,White,0.4
abdoun,Egypt,White,White,1.0,N/A,-1.0
abdrabbou,Egypt,White,White,0.7,Asian,0.2
abdrakhmanov,Kazakhstan,White,White,1.0,N/A,-1.0
rahim,Brunei,Asian,White,0.9,Asian,0.1
rahim,Afghanistan,White,White,0.9,Asian,0.1
rahim,Malaysia,Asian,White,0.9,Asian,0.1
hakeem,Brunei,Asian,White,0.7,Asian,0.3
jabbar,Iraq,White,White,0.6,Asian,0.2
jawad,Saudi Arabia,White,White,0.9,Black,0.1
jawad,Iraq,White,White,0.9,Black,0.1
kareem,Kuwait,White,White,0.8,Hispanic,0.1
karim,Iraq,White,White,0.7,Asian,0.3
karim,Malaysia,Asian,White,0.7,Asian,0.3
karim,Indonesia,Asian,White,0.7,Asian,0.3
karim,Pakistan,White,White,0.7,Asian,0.3
latheef,Maldives,White,White,0.5,Asian,0.4
mohammadian,Iran,White,White,1.0,N/A,-1.0
rashid,Pakistan,White,White,0.6,Asian,0.3
rashid,Egypt,White,White,0.6,Asian,0.3
rashid,Iraq,White,White,0.6,Asian,0.3
razzak,Iraq,White,White,1.0,N/A,-1.0
razzaq,Pakistan,White,White,0.8,Asian,0.2
ridha,Iraq,White,White,0.7,Asian,0.3
seoud,Egypt,White,White,0.8,Hispanic,0.1
shakour,Saudi Arabia,White,White,0.9,Asian,0.1
tahlak,United Arab Emirates,White,White,0.6,Hispanic,0.2
waheed,Pakistan,White,Asian,0.4,White,0.3
waheed,Maldives,White,Asian,0.4,White,0.3
wahid,Indonesia,Asian,White,0.9,Asian,0.1
hassan,Iraq,White,White,0.4,Asian,0.3
hassan,Malaysia,Asian,White,0.4,Asian,0.3
hassan,Tunisia,White,White,0.4,Asian,0.3
hassan,Djibouti,Black,White,0.4,Asian,0.3
hassan,Qatar,White,White,0.4,Asian,0.3
hassan,Egypt,White,White,0.4,Asian,0.3
hassan,Kuwait,White,White,0.4,Asian,0.3
hassan,Ghana,Black,White,0.4,Asian,0.3
hassan,Bahrain,White,White,0.4,Asian,0.3
hassan,Pakistan,White,White,0.4,Asian,0.3
hassan,South Sudan,Black,White,0.4,Asian,0.3
hassan,Syria,White,White,0.4,Asian,0.3
hassan,Chad,White,White,0.4,Asian,0.3
hassan,Ethiopia,Black,White,0.4,Asian,0.3
hassan,Netherlands,White,White,0.4,Asian,0.3
abdulai,Nigeria,Black,Black,1.0,N/A,-1.0
hassanein,Egypt,White,White,0.9,Black,0.1
abdulbekov,Russia,White,White,0.9,Asian,0.1
abdulla,Egypt,White,White,0.8,Asian,0.2
salih,Sudan,White,White,1.0,N/A,-1.0
abdullahi,Nigeria,Black,Black,0.9,White,0.1
abdullayev,Azerbaijan,White,White,1.0,N/A,-1.0
abdullayev,Uzbekistan,White,White,1.0,N/A,-1.0
abdullayeva,Azerbaijan,White,White,1.0,N/A,-1.0
abdulov,Azerbaijan,White,White,1.0,N/A,-1.0
zeyab,Kuwait,White,White,1.0,N/A,-1.0
khalil,Egypt,White,Hispanic,0.5,White,0.4
khalil,Lebanon,White,Hispanic,0.5,White,0.4
karaawi,Iraq,White,White,1.0,N/A,-1.0
abdurahmonov,Uzbekistan,White,White,1.0,N/A,-1.0
abdurakhmonov,Uzbekistan,White,White,1.0,N/A,-1.0
abdurakhmonov,Tajikistan,White,White,1.0,N/A,-1.0
abdurashidov,Russia,White,White,1.0,N/A,-1.0
abdusalomov,Tajikistan,White,White,1.0,N/A,-1.0
abdussalam,Libya,White,White,0.7,Asian,0.2
abduvaliyev,Russia,White,White,0.9,Asian,0.1
abduvaliyev,Uzbekistan,White,White,0.9,Asian,0.1
abdymomunov,Kyrgyzstan,White,White,0.9,Asian,0.1
abe,Japan,Asian,Asian,1.0,N/A,-1.0
abebe,Ethiopia,Black,Black,0.8,White,0.2
abed,Algeria,White,White,1.0,N/A,-1.0
elaal,Egypt,White,White,0.9,Asian,0.1
mbida,Cameroon,Black,Black,0.8,White,0.2
mbida,Republic of Congo,Black,Black,0.8,White,0.2
abegglen,Switzerland,White,White,1.0,N/A,-1.0
abeid,Brazil,Hispanic,Black,0.8,White,0.2
braga,Brazil,Hispanic,Hispanic,0.5,Black,0.4
braga,Portugal,White,Hispanic,0.5,Black,0.4
abel,Monaco,White,White,0.8,Black,0.1
abel,Norway,White,White,0.8,Black,0.1
rojas,Cuba,Hispanic,Hispanic,0.4,White,0.4
rojas,Mexico,Hispanic,Hispanic,0.4,White,0.4
rojas,Colombia,Hispanic,Hispanic,0.4,White,0.4
rojas,Chile,Hispanic,Hispanic,0.4,White,0.4
rojas,Costa Rica,Hispanic,Hispanic,0.4,White,0.4
rojas,Venezuela,Hispanic,Hispanic,0.4,White,0.4
rojas,Argentina,Hispanic,Hispanic,0.4,White,0.4
rojas,Philippines,Asian,Hispanic,0.4,White,0.4
rojas,New Zealand,Asian,Hispanic,0.4,White,0.4
abeles,Israel,White,White,0.9,Asian,0.1
fanjul,Mexico,Hispanic,Hispanic,0.8,White,0.1
fanjul,Argentina,Hispanic,Hispanic,0.8,White,0.1
abella,Argentina,Hispanic,Hispanic,0.9,Asian,0.1
abella,Uruguay,Hispanic,Hispanic,0.9,Asian,0.1
abella,Andorra,White,Hispanic,0.9,Asian,0.1
fouda,Cameroon,Black,White,0.9,Black,0.1
abera,Ethiopia,Black,Black,0.6,White,0.3
dibaba,Ethiopia,Black,Black,0.9,White,0.1
berg,Sweden,White,White,0.4,Asian,0.3
berg,Finland,White,White,0.4,Asian,0.3
berg,Norway,White,White,0.4,Asian,0.3
berg,Denmark,White,White,0.4,Asian,0.3
berg,Belgium,White,White,0.4,Asian,0.3
berg,Argentina,Hispanic,White,0.4,Asian,0.3
berg,Aruba,Hispanic,White,0.4,Asian,0.3
berg,Netherlands,White,White,0.4,Asian,0.3
abes,Algeria,White,White,0.6,Asian,0.2
abeysinghe,Sri Lanka,Asian,Asian,0.6,Black,0.2
abgaryan,Armenia,White,White,1.0,N/A,-1.0
abia,Ivory Coast,Black,White,0.9,Hispanic,0.1
abid,Tunisia,White,Asian,0.6,White,0.2
abid,United Arab Emirates,White,Asian,0.6,White,0.2
sadkhan,Iraq,White,White,0.9,Asian,0.1
abidoye,Nigeria,Black,Black,0.9,Hispanic,0.1
abikeyeva,Kazakhstan,White,White,0.8,Black,0.1
abiko,Japan,Asian,Asian,1.0,N/A,-1.0
awino,Kenya,Black,Black,0.8,White,0.2
abiodun,Nigeria,Black,Black,0.9,White,0.1
abissi,Benin,Black,Hispanic,0.5,White,0.4
abitova,Russia,White,White,0.9,Hispanic,0.1
abiyev,Azerbaijan,White,White,1.0,N/A,-1.0
abla,Brazil,Hispanic,White,0.5,Hispanic,0.3
abma,Netherlands,White,White,0.9,Hispanic,0.1
aboagye,Ghana,Black,Black,0.5,Asian,0.4
abogunloko,Nigeria,Black,White,0.9,Hispanic,0.1
aboimov,Russia,White,White,1.0,N/A,-1.0
bola,Latvia,White,White,0.8,Black,0.2
boltia,Latvia,White,White,1.0,N/A,-1.0
abou,Egypt,White,White,0.8,Black,0.1
dahab,Lebanon,White,White,1.0,N/A,-1.0
assi,Lebanon,White,White,1.0,N/A,-1.0
assi,Ivory Coast,Black,White,1.0,N/A,-1.0
elea,Egypt,White,White,1.0,N/A,-1.0
elelaa,Egypt,White,White,0.9,Asian,0.1
habaga,Egypt,White,White,0.8,Asian,0.2
ouf,Egypt,White,White,1.0,N/A,-1.0
zeid,Egypt,White,White,0.8,Asian,0.1
amer,Egypt,White,White,0.9,Black,0.1
aboub,Iraq,White,White,0.9,Asian,0.1
aboub,Morocco,White,White,0.9,Asian,0.1
aboubacar,Niger,Black,Black,0.6,White,0.4
aboubaker,Qatar,White,White,0.9,Black,0.1
aboud,Iraq,White,White,0.4,Black,0.3
aboud,Libya,White,White,0.4,Black,0.3
aboud,Algeria,White,White,0.4,Black,0.3
abouelkassem,Egypt,White,White,1.0,N/A,-1.0
abouta,Mali,Black,Black,0.4,White,0.4
abraham,Romania,White,White,0.4,Asian,0.3
abraham,Switzerland,White,White,0.4,Asian,0.3
abraham,Honduras,Hispanic,White,0.4,Asian,0.3
brahm,Hungary,White,White,0.8,Hispanic,0.1
brahm,Belgium,White,White,0.8,Hispanic,0.1
schssler,Chile,Hispanic,White,0.8,Black,0.1
abrahamian,Sweden,White,White,1.0,N/A,-1.0
abrahams,South Africa,Black,Hispanic,0.4,White,0.3
abrahams,Panama,Hispanic,Hispanic,0.4,White,0.3
abrahamsen,Norway,White,White,1.0,N/A,-1.0
abrahamsson,Sweden,White,White,1.0,N/A,-1.0
abramashvili,Georgia,White,White,0.9,Asian,0.1
abramenko,Ukraine,White,White,1.0,N/A,-1.0
abramenko,Belarus,White,White,1.0,N/A,-1.0
abrami,Morocco,White,White,0.5,Hispanic,0.4
abrami,Slovenia,White,White,0.5,Hispanic,0.4
abramia,Georgia,White,White,1.0,N/A,-1.0
abramishvili,Georgia,White,White,1.0,N/A,-1.0
abramov,Russia,White,White,1.0,N/A,-1.0
abramova,Russia,White,White,1.0,N/A,-1.0
abramovi,Croatia,White,White,1.0,N/A,-1.0
abramovich,Russia,White,White,1.0,N/A,-1.0
abrams,Guyana,Hispanic,White,0.5,Asian,0.3
abrams,New Zealand,Asian,White,0.5,Asian,0.3
abramyan,Georgia,White,White,1.0,N/A,-1.0
abrantes,Portugal,White,White,0.8,Hispanic,0.2
abrantes,Argentina,Hispanic,White,0.8,Hispanic,0.2
abrasheva,Bulgaria,White,White,1.0,N/A,-1.0
abrashi,Switzerland,White,White,0.9,Black,0.1
abratkiewicz,Poland,White,White,1.0,N/A,-1.0
abreu,Portugal,White,White,0.5,Hispanic,0.4
abreu,Brazil,Hispanic,White,0.5,Hispanic,0.4
abreu,Paraguay,Hispanic,White,0.5,Hispanic,0.4
abreu,Angola,Black,White,0.5,Hispanic,0.4
abreu,Cuba,Hispanic,White,0.5,Hispanic,0.4
abreu,Dominican Republic,Hispanic,White,0.5,Hispanic,0.4
morales,Cuba,Hispanic,White,0.6,Hispanic,0.3
morales,Chile,Hispanic,White,0.6,Hispanic,0.3
morales,Guatemala,Hispanic,White,0.6,Hispanic,0.3
morales,Colombia,Hispanic,White,0.6,Hispanic,0.3
morales,Venezuela,Hispanic,White,0.6,Hispanic,0.3
morales,Puerto Rico,Hispanic,White,0.6,Hispanic,0.3
morales,Costa Rica,Hispanic,White,0.6,Hispanic,0.3
morales,Mexico,Hispanic,White,0.6,Hispanic,0.3
morales,Argentina,Hispanic,White,0.6,Hispanic,0.3
morales,El Salvador,Hispanic,White,0.6,Hispanic,0.3
morales,Honduras,Hispanic,White,0.6,Hispanic,0.3
morales,Nicaragua,Hispanic,White,0.6,Hispanic,0.3
morales,Peru,Hispanic,White,0.6,Hispanic,0.3
morales,Ecuador,Hispanic,White,0.6,Hispanic,0.3
pascal,Cuba,Hispanic,White,0.8,Hispanic,0.2
pascal,Cayman Islands,Hispanic,White,0.8,Hispanic,0.2
rivero,Venezuela,Hispanic,White,0.7,Hispanic,0.2
rivero,Cuba,Hispanic,White,0.7,Hispanic,0.2
rivero,Peru,Hispanic,White,0.7,Hispanic,0.2
rivero,Uruguay,Hispanic,White,0.7,Hispanic,0.2
rivero,Mexico,Hispanic,White,0.7,Hispanic,0.2
rivero,Philippines,Asian,White,0.7,Hispanic,0.2
surez,Colombia,Hispanic,White,0.5,Hispanic,0.5
surez,Venezuela,Hispanic,White,0.5,Hispanic,0.5
surez,Cuba,Hispanic,White,0.5,Hispanic,0.5
surez,Mexico,Hispanic,White,0.5,Hispanic,0.5
surez,Puerto Rico,Hispanic,White,0.5,Hispanic,0.5
surez,Ecuador,Hispanic,White,0.5,Hispanic,0.5
surez,Uruguay,Hispanic,White,0.5,Hispanic,0.5
surez,Argentina,Hispanic,White,0.5,Hispanic,0.5
restrepo,Colombia,Hispanic,Hispanic,0.9,White,0.1
brink,Sweden,White,White,0.4,Asian,0.4
brink,Netherlands,White,White,0.4,Asian,0.4
abro,Djibouti,Black,White,0.8,Asian,0.2
abrosimova,Russia,White,White,1.0,N/A,-1.0
abrudeanu,Romania,White,White,1.0,N/A,-1.0
biza,Ethiopia,Black,White,0.9,Hispanic,0.1
abt,Russia,White,White,0.7,Asian,0.1
abtin,Iran,White,White,0.9,Asian,0.1
labid,Iraq,White,White,0.7,Black,0.2
ali,Saudi Arabia,White,Hispanic,0.7,White,0.1
ali,Iraq,White,Hispanic,0.7,White,0.1
