FirstName,Region,Ethnicity,pred_1,pred_1_score,pred_2,pred_2_score
juan,Cuba,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Chile,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Argentina,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Mexico,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Costa Rica,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Colombia,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Nicaragua,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Uruguay,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Venezuela,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Puerto Rico,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Ecuador,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Peru,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Guatemala,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Curacao,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Boliva,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Dominican Republic,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Philippines,East Asian,East Asian,0.4,Hispanic,0.3
juan,South Africa,African,East Asian,0.4,Hispanic,0.3
juan,El Salvador,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Andorra,European,East Asian,0.4,Hispanic,0.3
juan,Panama,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Paraguay,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Brazil,Hispanic,East Asian,0.4,Hispanic,0.3
juan,Equatorial Guinea,African,East Asian,0.4,Hispanic,0.3
juan,Honduras,Hispanic,East Asian,0.4,Hispanic,0.3
aleksey,Belarus,European,Muslim,0.4,European,0.4
aleksey,Russia,European,Muslim,0.4,European,0.4
aleksey,Uzbekistan,Muslim,Muslim,0.4,European,0.4
aleksey,Kazakhstan,Muslim,Muslim,0.4,European,0.4
aleksey,Israel,Jewish,Muslim,0.4,European,0.4
aleksey,Azerbaijan,Muslim,Muslim,0.4,European,0.4
aleksey,Kyrgyzstan,Muslim,Muslim,0.4,European,0.4
mara,Argentina,Hispanic,Hispanic,0.5,European,0.3
mara,Venezuela,Hispanic,Hispanic,0.5,European,0.3
mara,Mexico,Hispanic,Hispanic,0.5,European,0.3
mara,Cuba,Hispanic,Hispanic,0.5,European,0.3
mara,Peru,Hispanic,Hispanic,0.5,European,0.3
mara,Paraguay,Hispanic,Hispanic,0.5,European,0.3
mara,Colombia,Hispanic,Hispanic,0.5,European,0.3
mara,Ecuador,Hispanic,Hispanic,0.5,European,0.3
mara,El Salvador,Hispanic,Hispanic,0.5,European,0.3
mara,Guatemala,Hispanic,Hispanic,0.5,European,0.3
mara,Portugal,European,Hispanic,0.5,European,0.3
mara,Panama,Hispanic,Hispanic,0.5,European,0.3
mara,Dominican Republic,Hispanic,Hispanic,0.5,European,0.3
mara,Puerto Rico,Hispanic,Hispanic,0.5,European,0.3
mara,Serbia,European,Hispanic,0.5,European,0.3
mara,Honduras,Hispanic,Hispanic,0.5,European,0.3
mara,Boliva,Hispanic,Hispanic,0.5,European,0.3
mara,Costa Rica,Hispanic,Hispanic,0.5,European,0.3
mara,Chile,Hispanic,Hispanic,0.5,European,0.3
giorgos,Greece,Greek,Greek,0.8,European,0.2
giorgos,Cyprus,European,Greek,0.8,European,0.2
jouan,Cameroon,African,European,0.5,Muslim,0.1
antoine,Cameroon,African,African,0.5,European,0.3
antoine,Saint Kitts,Hispanic,African,0.5,European,0.3
antoine,Gabon,African,African,0.5,European,0.3
antoine,Lebanon,Muslim,African,0.5,European,0.3
antoine,Andorra,European,African,0.5,European,0.3
antoine,Belgium,European,African,0.5,European,0.3
antoine,Switzerland,European,African,0.5,European,0.3
antoine,Burundi,African,African,0.5,European,0.3
antoine,Brazil,Hispanic,African,0.5,European,0.3
antoine,Republic of Congo,African,African,0.5,European,0.3
antoine,Central African Republic,African,African,0.5,European,0.3
antoine,Egypt,Muslim,African,0.5,European,0.3
antoine,Netherlands,European,African,0.5,European,0.3
antoine,Luxembourg,European,African,0.5,European,0.3
salim,Turkey,Muslim,Muslim,0.6,European,0.3
salim,Algeria,Muslim,Muslim,0.6,European,0.3
salim,Colombia,Hispanic,Muslim,0.6,European,0.3
salim,Sudan,Muslim,Muslim,0.6,European,0.3
salim,Trinidad,Hispanic,Muslim,0.6,European,0.3
salim,Bulgaria,European,Muslim,0.6,European,0.3
salim,Pakistan,Muslim,Muslim,0.6,European,0.3
carlos,Chile,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Nicaragua,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Mexico,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Uruguay,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Peru,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Argentina,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Portugal,European,Hispanic,0.6,Nordic,0.2
carlos,Angola,African,Hispanic,0.6,Nordic,0.2
carlos,Costa Rica,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Cuba,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Colombia,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Boliva,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Puerto Rico,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Honduras,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Brazil,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Philippines,East Asian,Hispanic,0.6,Nordic,0.2
carlos,Venezuela,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Guatemala,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Panama,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,El Salvador,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Andorra,European,Hispanic,0.6,Nordic,0.2
carlos,Paraguay,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Ecuador,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Dominican Republic,Hispanic,Hispanic,0.6,Nordic,0.2
carlos,Switzerland,European,Hispanic,0.6,Nordic,0.2
carlos,New Zealand,East Asian,Hispanic,0.6,Nordic,0.2
